numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
P2417,CLI-999,2026-03-27,PENDIENTE,ZONA2,false
P2418,CLI-001,2026-04-14,CANCELADO,ZONA2,false
P2419,CLI-002,2026-03-31,CANCELADO,ZONA1,false
P2420,CLI-999,2026-04-04,PENDIENTE,ZONA2,false
P2421,CLI-002,2026-04-03,PROCESANDO,ZONA1,false
P2422,CLI-001,2026-04-09,PENDIENTE,ZONA3,false
P2423,CLI-001,2026-03-26,ENTREGADO,ZONA2,true
P2424,CLI-999,2026-03-23,PENDIENTE,ZONA2,false
P2425,CLI-002,2026-03-05,PENDIENTE,ZONA1,false
P2426,CLI-001,2026-03-20,ENTREGADO,ZONA3,false
P2427,CLI-002,2026-04-09,CONFIRMADO,ZONA3,false
P2428,CLI-002,2026-04-15,PROCESANDO,ZONA2,false
P2429,CLI-002,2026-04-14,EN_RUTA,ZONA2,false
P2430,CLI-002,2026-04-04,PROCESANDO,ZONA2,false
P2431,CLI-001,2026-04-14,PENDIENTE,ZONA2,true
P2432,CLI-001,2026-04-06,ENTREGADO,ZONA2,false
P2433,CLI-001,2026-04-12,ENTREGADO,ZONA2,true
P2434,CLI-001,2026-03-16,CONFIRMADO,ZONA3,false
P2435,CLI-999,2026-04-05,ENTREGADO,ZONA1,false
P2436,CLI-002,2026-03-28,PENDIENTE,ZONA2,false
P2437,CLI-002,2026-03-10,ENTREGADO,ZONA1,true
P2438,CLI-002,2026-04-04,ENTREGADO,ZONA1,false
P2439,CLI-001,2026-03-24,ENTREGADO,ZONA1,false
P2440,CLI-002,2026-03-01,CONFIRMADO,ZONA1,false
P2441,CLI-002,2026-03-27,PENDIENTE,ZONA1,false
P2442,CLI-002,2026-03-01,PENDIENTE,ZONA1,true
P2443,CLI-001,2026-04-12,PROCESANDO,ZONA1,true
P2444,CLI-002,2026-03-02,ENTREGADO,ZONA2,false
P2445,CLI-002,2026-03-26,PENDIENTE,ZONA2,true
P2446,CLI-001,2026-03-17,CONFIRMADO,ZONA3,false
P2447,CLI-002,2026-03-22,CONFIRMADO,ZONA2,false
P2448,CLI-001,2026-04-14,ENTREGADO,ZONA1,false
P2449,CLI-002,2026-04-09,CONFIRMADO,ZONA2,false
P2450,CLI-001,2026-03-28,PENDIENTE,ZONA2,false
P2451,CLI-001,2026-03-23,PENDIENTE,ZONA2,false
P2452,CLI-002,2026-03-27,ENTREGADO,ZONA2,true
P2453,CLI-001,2026-04-09,ENTREGADO,ZONA3,false
P2454,CLI-002,2026-03-28,CONFIRMADO,ZONA1,true
P2455,CLI-001,2026-03-28,CONFIRMADO,ZONA3,false
P2456,CLI-002,2026-04-05,CONFIRMADO,ZONA1,true
P2457,CLI-001,2026-04-11,PENDIENTE,ZONA2,false
P2458,CLI-002,2026-04-09,PENDIENTE,ZONA1,true
P2459,CLI-002,2026-03-30,ENTREGADO,ZONA1,true
P2460,CLI-001,2026-03-23,PENDIENTE,ZONA2,false
P2461,CLI-002,2026-03-19,CONFIRMADO,ZONA2,false
P2462,CLI-002,2026-03-21,ENTREGADO,ZONA3,false
P2463,CLI-002,2026-03-23,CONFIRMADO,ZONA2,false
P2464,CLI-002,2026-04-06,CONFIRMADO,ZONA3,false
P2465,CLI-999,2026-04-04,ENTREGADO,ZONA2,false
P2466,CLI-001,2026-04-09,PENDIENTE,ZONA2,false
P2467,CLI-002,2026-03-28,ENTREGADO,ZONA1,false
P2468,CLI-002,2026-03-03,CONFIRMADO,ZONA2,false
P2469,CLI-002,2026-03-21,PROCESANDO,ZONA1,true
P2470,CLI-001,2026-03-24,CONFIRMADO,ZONA1,true
P2471,CLI-001,2026-04-08,ENTREGADO,ZONA1,false
P2472,CLI-002,2026-04-13,PENDIENTE,ZONA2,true
P2473,CLI-002,2026-03-06,CONFIRMADO,ZONA2,false
P2474,CLI-002,2026-03-23,ENTREGADO,ZONA3,false
P2475,CLI-002,2026-04-13,ENTREGADO,ZONA2,false
P2476,CLI-001,2026-03-31,CONFIRMADO,ZONA2,false
P2477,CLI-002,2026-04-02,CONFIRMADO,ZONA2,false
P2478,CLI-001,2026-04-12,ENTREGADO,ZONA3,false
P2479,CLI-999,2026-04-03,PENDIENTE,ZONA2,false
P2480,CLI-001,2026-03-01,ENTREGADO,ZONA1,false
P2481,CLI-999,2026-03-20,PENDIENTE,ZONA2,false
P2482,CLI-001,2026-04-14,CONFIRMADO,ZONA1,false
P2483,CLI-002,2026-03-11,CONFIRMADO,ZONA1,false
P2484,CLI-002,2026-04-07,CONFIRMADO,ZONA2,true
P2485,CLI-002,2026-03-30,ENTREGADO,ZONA2,true
P2486,CLI-002,2026-03-20,PENDIENTE,ZONA3,false
P2487,CLI-001,2026-03-28,CANCELADO,ZONA2,false
P2488,CLI-002,2026-04-01,PROCESANDO,ZONA2,false
P2489,CLI-001,2026-04-13,PENDIENTE,ZONA2,false
P2490,CLI-001,2026-04-10,CONFIRMADO,ZONA2,false
P2491,CLI-001,2026-03-10,CONFIRMADO,ZONA2,false
P2492,CLI-001,2026-03-22,PROCESANDO,ZONA2,false
P2493,CLI-001,2026-03-16,PROCESANDO,ZONA2,false
P2494,CLI-002,2026-04-09,CONFIRMADO,ZONA3,false
P2495,CLI-002,2026-03-26,EN_RUTA,ZONA2,false
P2496,CLI-001,2026-04-15,ENTREGADO,ZONA2,false
P2497,CLI-001,2026-04-13,PENDIENTE,ZONA3,false
P2498,CLI-999,2026-04-04,CONFIRMADO,ZONA1,true
P2499,CLI-002,2026-03-20,CONFIRMADO,ZONA3,false
P2500,CLI-999,2026-03-27,PENDIENTE,ZONA2,false
P2501,CLI-002,2026-04-08,CONFIRMADO,ZONA3,false
P2502,CLI-002,2026-03-17,PENDIENTE,ZONA2,false
P2503,CLI-001,2026-03-06,PENDIENTE,ZONA2,false
P2504,CLI-002,2026-03-04,PENDIENTE,ZONA1,false
P2505,CLI-002,2026-03-23,PENDIENTE,ZONA1,false
P2506,CLI-001,2026-04-03,ENTREGADO,ZONA1,false
P2507,CLI-999,2026-03-26,CONFIRMADO,ZONA2,false
P2508,CLI-002,2026-04-15,ENTREGADO,ZONA1,true
P2509,CLI-001,2026-03-22,ENTREGADO,ZONA2,false
P2510,CLI-001,2026-03-29,CONFIRMADO,ZONA1,true
P2511,CLI-002,2026-03-16,CONFIRMADO,ZONA2,false
P2512,CLI-002,2026-03-24,PENDIENTE,ZONA1,true
P2513,CLI-002,2026-03-29,ENTREGADO,ZONA2,false
P2514,CLI-001,2026-04-09,PENDIENTE,ZONA3,false
P2515,CLI-001,2026-03-19,ENTREGADO,ZONA1,false
P2516,CLI-002,2026-03-27,ERROR_ESTADO,ZONA1,true
P2517,CLI-002,2026-03-21,ENTREGADO,ZONA1,false
P2518,CLI-001,2026-03-29,CONFIRMADO,ZONA1,false
P2519,CLI-999,2026-03-22,PENDIENTE,ZONA1,true
P2520,CLI-001,2026-03-16,PENDIENTE,ZONA1,true
P2521,CLI-002,2026-03-27,ENTREGADO,ZONA1,false
P2522,CLI-999,2026-03-18,PENDIENTE,ZONA1,true
P2523,CLI-002,2026-03-20,ENTREGADO,ZONA1,true
P2524,CLI-001,2026-04-15,PENDIENTE,ZONA3,false
P2525,CLI-002,2026-04-14,PENDIENTE,ZONA2,false
P2526,CLI-002,2026-03-19,PENDIENTE,ZONA3,false
P2527,CLI-001,2026-03-23,ENTREGADO,ZONA3,false
P2528,CLI-002,2026-03-22,PENDIENTE,ZONA1,true
P2529,CLI-002,2026-03-06,CONFIRMADO,ZONA1,true
P2530,CLI-002,2026-04-10,CONFIRMADO,ZONA2,false
P2531,CLI-001,2026-04-02,ENTREGADO,ZONA2,false
P2532,CLI-002,2026-04-08,CANCELADO,ZONA2,false
P2533,CLI-002,2026-04-07,PENDIENTE,ZONA1,true
P2534,CLI-001,2026-04-13,CONFIRMADO,ZONA3,false
P2535,CLI-002,2026-03-22,CONFIRMADO,ZONA3,false
P2536,CLI-999,2026-03-25,CONFIRMADO,ZONA2,false
P2537,CLI-001,2026-03-20,PENDIENTE,ZONA3,false
P2538,CLI-001,2026-03-30,ERROR_ESTADO,ZONA2,false
P2539,CLI-001,2026-03-29,EN_RUTA,ZONA2,false
P2540,CLI-002,2026-04-13,PENDIENTE,ZONA2,false
P2541,CLI-001,2026-03-31,ENTREGADO,ZONA2,true
P2542,CLI-002,2026-03-04,PENDIENTE,ZONA2,false
P2543,CLI-002,2026-03-21,CANCELADO,ZONA1,false
P2544,CLI-001,2026-04-13,CONFIRMADO,ZONA3,false
P2545,CLI-002,2026-03-29,CONFIRMADO,ZONA2,false
P2546,CLI-002,2026-03-04,PENDIENTE,ZONA2,false
P2547,CLI-001,2026-04-03,CONFIRMADO,ZONA1,true
P2548,CLI-001,2026-03-16,CONFIRMADO,ZONA2,false
P2549,CLI-002,2026-03-16,ENTREGADO,ZONA3,false
P2550,CLI-001,2026-03-30,ENTREGADO,ZONA1,false
P2551,CLI-001,2026-04-04,CONFIRMADO,ZONA1,true
P2552,CLI-001,2026-04-10,ENTREGADO,ZONA2,true
P2553,CLI-001,2026-04-06,ENTREGADO,ZONA2,true
P2554,CLI-999,2026-03-25,PENDIENTE,ZONA1,false
P2555,CLI-001,2026-04-11,CONFIRMADO,ZONA2,false
P2556,CLI-002,2026-04-10,CONFIRMADO,ZONA1,false
P2557,CLI-999,2026-03-22,CONFIRMADO,ZONA2,false
P2558,CLI-001,2026-03-22,ENTREGADO,ZONA1,true
P2559,CLI-999,2026-03-30,ENTREGADO,ZONA1,false
P2560,CLI-999,2026-03-24,ENTREGADO,ZONA1,false
P2561,CLI-001,2026-03-20,ENTREGADO,ZONA3,false
P2562,CLI-002,2026-03-21,ENTREGADO,ZONA2,true
P2563,CLI-002,2026-03-20,CONFIRMADO,ZONA3,false
P2564,CLI-001,2026-03-29,CONFIRMADO,ZONA2,false
P2565,CLI-002,2026-03-16,CONFIRMADO,ZONA1,false
P2566,CLI-001,2026-03-24,PENDIENTE,ZONA2,false
P2567,CLI-002,2026-03-24,ENTREGADO,ZONA3,false
P2568,CLI-999,2026-03-20,ENTREGADO,ZONA1,true
P2569,CLI-002,2026-03-19,ENTREGADO,ZONA1,true
P2570,CLI-001,2026-04-12,CONFIRMADO,ZONA3,false
P2571,CLI-001,2026-03-26,CONFIRMADO,ZONA1,true
P2572,CLI-002,2026-03-17,ENTREGADO,ZONA3,false
P2573,CLI-001,2026-03-25,CONFIRMADO,ZONA1,false
P2574,CLI-002,2026-03-24,PENDIENTE,ZONA3,false
P2575,CLI-002,2026-03-29,ENTREGADO,ZONA2,false
P2576,CLI-002,2026-03-18,PENDIENTE,ZONA2,true
P2577,CLI-001,2026-03-26,PENDIENTE,ZONA3,false
P2578,CLI-002,2026-03-23,ENTREGADO,ZONA1,true
P2579,CLI-001,2026-03-29,CONFIRMADO,ZONA2,false
P2580,CLI-001,2026-04-10,CANCELADO,ZONA1,true
P2581,CLI-001,2026-04-13,CONFIRMADO,ZONA1,false
P2582,CLI-001,2026-04-06,CONFIRMADO,ZONA2,false
P2583,CLI-001,2026-03-07,CONFIRMADO,ZONA2,false
P2584,CLI-001,2026-04-12,CONFIRMADO,ZONA2,false
P2585,CLI-999,2026-03-21,PENDIENTE,ZONA2,false
P2586,CLI-001,2026-04-07,PENDIENTE,ZONA1,false
P2587,CLI-002,2026-03-31,CONFIRMADO,ZONA2,false
P2588,CLI-001,2026-04-09,CONFIRMADO,ZONA1,true
P2589,CLI-001,2026-03-18,ENTREGADO,ZONA1,false
P2590,CLI-001,2026-04-04,CONFIRMADO,ZONA3,false
P2591,CLI-001,2026-03-26,CONFIRMADO,ZONA1,true
P2592,CLI-001,2026-03-22,PENDIENTE,ZONA1,true
P2593,CLI-999,2026-03-29,CONFIRMADO,ZONA2,false
P2594,CLI-002,2026-04-07,CONFIRMADO,ZONA2,true
P2595,CLI-002,2026-03-25,PENDIENTE,ZONA1,false
P2596,CLI-002,2026-03-17,CANCELADO,ZONA2,false
P2597,CLI-999,2026-03-31,ENTREGADO,ZONA1,true
P2598,CLI-002,2026-04-07,PENDIENTE,ZONA1,true
P2599,CLI-001,2026-04-12,PENDIENTE,ZONA1,false
P2600,CLI-002,2026-03-05,CONFIRMADO,ZONA1,false
P2601,CLI-002,2026-03-18,CONFIRMADO,ZONA1,true
P2602,CLI-001,2026-03-04,CONFIRMADO,ZONA2,false
P2603,CLI-002,2026-04-06,ERROR_ESTADO,ZONA1,false
P2604,CLI-001,2026-04-14,ENTREGADO,ZONA1,true
P2605,CLI-001,2026-03-20,EN_RUTA,ZONA2,false
P2606,CLI-001,2026-03-06,PENDIENTE,ZONA2,false
P2607,CLI-001,2026-03-10,ENTREGADO,ZONA1,true
P2608,CLI-002,2026-04-05,PENDIENTE,ZONA1,false
P2609,CLI-002,2026-04-02,CONFIRMADO,ZONA1,false
P2610,CLI-002,2026-04-03,CONFIRMADO,ZONA1,false
P2611,CLI-002,2026-03-31,PENDIENTE,ZONA3,false
P2612,CLI-001,2026-03-06,PENDIENTE,ZONA1,false
P2613,CLI-001,2026-03-02,PENDIENTE,ZONA1,false
P2614,CLI-999,2026-03-25,PENDIENTE,ZONA1,false
P2615,CLI-002,2026-03-28,ENTREGADO,ZONA3,false
P2616,CLI-001,2026-03-27,CONFIRMADO,ZONA2,false
P2617,CLI-002,2026-04-06,CONFIRMADO,ZONA2,false
P2618,CLI-002,2026-03-08,PENDIENTE,ZONA1,true
P2619,CLI-999,2026-04-03,CONFIRMADO,ZONA2,false
P2620,CLI-002,2026-04-05,ENTREGADO,ZONA2,false
P2621,CLI-001,2026-03-01,PENDIENTE,ZONA2,false
P2622,CLI-002,2026-03-25,PENDIENTE,ZONA2,false
P2623,CLI-001,2026-04-09,PENDIENTE,ZONA2,false
P2624,CLI-002,2026-03-30,CONFIRMADO,ZONA3,false
P2625,CLI-001,2026-04-04,ENTREGADO,ZONA3,false
P2626,CLI-001,2026-03-31,ENTREGADO,ZONA1,true
P2627,CLI-001,2026-03-29,PENDIENTE,ZONA1,false
P2628,CLI-001,2026-04-14,EN_RUTA,ZONA1,true
P2629,CLI-001,2026-04-11,PENDIENTE,ZONA3,false
P2630,CLI-999,2026-04-02,PENDIENTE,ZONA1,true
P2631,CLI-002,2026-03-04,CONFIRMADO,ZONA1,true
P2632,CLI-001,2026-04-06,ENTREGADO,ZONA2,false
P2633,CLI-001,2026-03-16,CONFIRMADO,ZONA1,false
P2634,CLI-002,2026-04-15,EN_RUTA,ZONA2,false
P2635,CLI-002,2026-03-22,CONFIRMADO,ZONA2,true
P2636,CLI-002,2026-03-17,PENDIENTE,ZONA2,true
P2637,CLI-002,2026-03-23,ENTREGADO,ZONA2,false
P2638,CLI-002,2026-04-11,CANCELADO,ZONA1,false
P2639,CLI-002,2026-04-03,CONFIRMADO,ZONA2,false
P2640,CLI-002,2026-04-14,CONFIRMADO,ZONA1,true
P2641,CLI-002,2026-04-06,CONFIRMADO,ZONA1,true
P2642,CLI-002,2026-03-19,CANCELADO,ZONA1,false
P2643,CLI-001,2026-03-30,PENDIENTE,ZONA2,false
P2644,CLI-002,2026-04-15,ENTREGADO,ZONA1,false
P2645,CLI-001,2026-04-13,PENDIENTE,ZONA2,false
P2646,CLI-002,2026-03-22,ENTREGADO,ZONA3,false
P2647,CLI-001,2026-04-06,ENTREGADO,ZONA2,true
P2648,CLI-001,2026-04-15,PENDIENTE,ZONA3,false
P2649,CLI-001,2026-03-16,PENDIENTE,ZONA2,false
P2650,CLI-001,2026-03-27,ENTREGADO,ZONA2,true
P2651,CLI-001,2026-03-04,ENTREGADO,ZONA2,false
P2652,CLI-001,2026-04-13,CONFIRMADO,ZONA2,false
P2653,CLI-002,2026-04-13,ENTREGADO,ZONA2,false
P2654,CLI-001,2026-04-06,ENTREGADO,ZONA1,true
P2655,CLI-001,2026-04-12,CONFIRMADO,ZONA3,false
P2656,CLI-001,2026-03-08,CONFIRMADO,ZONA1,false
P2657,CLI-002,2026-04-05,CONFIRMADO,ZONA3,false
P2658,CLI-002,2026-04-05,ENTREGADO,ZONA1,false
P2659,CLI-002,2026-03-03,PENDIENTE,ZONA1,true
P2660,CLI-001,2026-03-16,ENTREGADO,ZONA1,false
P2661,CLI-001,2026-04-09,ENTREGADO,ZONA2,true
P2662,CLI-001,2026-03-16,CONFIRMADO,ZONA3,false
P2663,CLI-001,2026-03-18,ENTREGADO,ZONA2,false
P2664,CLI-999,2026-03-26,PENDIENTE,ZONA2,false
P2665,CLI-001,2026-03-08,PENDIENTE,ZONA2,false
P2666,CLI-001,2026-03-24,EN_RUTA,ZONA1,false
P2667,CLI-002,2026-03-03,ENTREGADO,ZONA2,false
P2668,CLI-002,2026-04-01,CONFIRMADO,ZONA2,true
P2669,CLI-001,2026-04-01,PENDIENTE,ZONA1,true
P2670,CLI-999,2026-04-05,PENDIENTE,ZONA2,false
P2671,CLI-002,2026-04-05,EN_RUTA,ZONA2,false
P2672,CLI-002,2026-04-10,CONFIRMADO,ZONA2,false
P2673,CLI-999,2026-03-22,PENDIENTE,ZONA1,false
P2674,CLI-999,2026-03-25,PENDIENTE,ZONA2,false
P2675,CLI-001,2026-03-21,CONFIRMADO,ZONA1,true
P2676,CLI-001,2026-04-10,ENTREGADO,ZONA1,true
P2677,CLI-999,2026-04-09,CONFIRMADO,ZONA2,false
P2678,CLI-002,2026-04-11,PENDIENTE,ZONA1,false
P2679,CLI-002,2026-03-19,ERROR_ESTADO,ZONA1,true
P2680,CLI-001,2026-03-18,PENDIENTE,ZONA2,false
P2681,CLI-001,2026-03-31,CONFIRMADO,ZONA2,true
P2682,CLI-001,2026-04-07,PENDIENTE,ZONA1,false
P2683,CLI-002,2026-04-06,ENTREGADO,ZONA2,false
P2684,CLI-002,2026-04-08,PENDIENTE,ZONA1,true
P2685,CLI-002,2026-03-25,CONFIRMADO,ZONA1,true
P2686,CLI-001,2026-03-26,CONFIRMADO,ZONA2,false
P2687,CLI-002,2026-03-01,ENTREGADO,ZONA2,false
P2688,CLI-001,2026-03-24,CANCELADO,ZONA1,true
P2689,CLI-001,2026-04-03,PENDIENTE,ZONA1,true
P2690,CLI-002,2026-03-22,ENTREGADO,ZONA1,false
P2691,CLI-001,2026-03-16,ENTREGADO,ZONA2,true
P2692,CLI-002,2026-04-14,PENDIENTE,ZONA2,false
P2693,CLI-002,2026-03-23,ENTREGADO,ZONA2,false
P2694,CLI-001,2026-04-12,ENTREGADO,ZONA1,false
P2695,CLI-002,2026-03-20,ENTREGADO,ZONA1,true
P2696,CLI-001,2026-03-10,CONFIRMADO,ZONA2,false
P2697,CLI-001,2026-03-21,ERROR_ESTADO,ZONA1,false
P2698,CLI-002,2026-04-03,ERROR_ESTADO,ZONA1,true
P2699,CLI-999,2026-03-29,PENDIENTE,ZONA2,false
P2700,CLI-001,2026-04-01,CONFIRMADO,ZONA2,false
P2701,CLI-002,2026-04-06,ENTREGADO,ZONA1,false
P2702,CLI-001,2026-03-01,CONFIRMADO,ZONA1,false
P2703,CLI-002,2026-03-07,CONFIRMADO,ZONA2,false
P2704,CLI-002,2026-03-19,PENDIENTE,ZONA1,true
P2705,CLI-999,2026-04-02,PENDIENTE,ZONA1,true
P2706,CLI-999,2026-04-06,CONFIRMADO,ZONA2,false
P2707,CLI-001,2026-03-23,CONFIRMADO,ZONA2,true
P2708,CLI-002,2026-03-17,PENDIENTE,ZONA1,true
P2709,CLI-002,2026-03-17,CONFIRMADO,ZONA3,false
P2710,CLI-002,2026-03-30,PENDIENTE,ZONA2,false
P2711,CLI-001,2026-03-18,CONFIRMADO,ZONA2,false
P2712,CLI-002,2026-04-08,PENDIENTE,ZONA2,false
P2713,CLI-001,2026-03-31,ENTREGADO,ZONA2,true
P2714,CLI-002,2026-03-01,ENTREGADO,ZONA1,false
P2715,CLI-002,2026-03-23,CONFIRMADO,ZONA2,true
P2716,CLI-001,2026-03-31,PENDIENTE,ZONA3,false
P2717,CLI-002,2026-04-06,CONFIRMADO,ZONA1,true
P2718,CLI-001,2026-04-01,ENTREGADO,ZONA2,false
P2719,CLI-002,2026-03-27,CONFIRMADO,ZONA2,true
P2720,CLI-002,2026-03-27,ERROR_ESTADO,ZONA2,false
P2721,CLI-999,2026-03-18,CONFIRMADO,ZONA1,false
P2722,CLI-001,2026-04-08,PROCESANDO,ZONA1,true
P2723,CLI-001,2026-04-04,CONFIRMADO,ZONA3,false
P2724,CLI-001,2026-03-30,PENDIENTE,ZONA1,true
P2725,CLI-001,2026-04-09,PENDIENTE,ZONA3,false
P2726,CLI-001,2026-03-22,ENTREGADO,ZONA1,false
P2727,CLI-002,2026-04-08,PENDIENTE,ZONA2,false
P2728,CLI-002,2026-03-16,PENDIENTE,ZONA3,false
P2729,CLI-002,2026-03-17,PROCESANDO,ZONA1,false
P2730,CLI-001,2026-04-02,ENTREGADO,ZONA2,false
P2731,CLI-999,2026-04-08,CONFIRMADO,ZONA1,false
P2732,CLI-002,2026-04-13,PENDIENTE,ZONA1,true
P2733,CLI-001,2026-03-22,PENDIENTE,ZONA2,false
P2734,CLI-002,2026-04-03,ENTREGADO,ZONA1,true
P2735,CLI-002,2026-04-01,PENDIENTE,ZONA3,false
P2736,CLI-001,2026-03-20,ENTREGADO,ZONA1,false
P2737,CLI-999,2026-03-17,ENTREGADO,ZONA2,false
P2738,CLI-001,2026-03-29,ENTREGADO,ZONA1,false
P2739,CLI-001,2026-03-28,CONFIRMADO,ZONA3,false
P2740,CLI-001,2026-03-24,PENDIENTE,ZONA1,false
P2741,CLI-002,2026-04-09,CONFIRMADO,ZONA2,false
P2742,CLI-001,2026-03-19,PENDIENTE,ZONA3,false
P2743,CLI-001,2026-03-21,ERROR_ESTADO,ZONA2,false
P2744,CLI-001,2026-03-11,PENDIENTE,ZONA1,false
P2745,CLI-002,2026-03-26,CONFIRMADO,ZONA1,true
P2746,CLI-002,2026-04-15,PENDIENTE,ZONA1,false
P2747,CLI-002,2026-03-09,PENDIENTE,ZONA2,false
P2748,CLI-002,2026-04-04,EN_RUTA,ZONA1,false
P2749,CLI-999,2026-03-23,PENDIENTE,ZONA1,false
P2750,CLI-001,2026-04-14,ENTREGADO,ZONA3,false
P2751,CLI-002,2026-03-17,ENTREGADO,ZONA2,false
P2752,CLI-002,2026-04-12,ENTREGADO,ZONA1,false
P2753,CLI-001,2026-03-29,ERROR_ESTADO,ZONA1,true
P2754,CLI-001,2026-04-14,ENTREGADO,ZONA1,true
P2755,CLI-002,2026-03-28,CANCELADO,ZONA2,false
P2756,CLI-002,2026-03-01,PENDIENTE,ZONA1,false
P2757,CLI-002,2026-03-23,ENTREGADO,ZONA1,false
P2758,CLI-001,2026-04-03,PENDIENTE,ZONA3,false
P2759,CLI-002,2026-04-05,ENTREGADO,ZONA1,false
P2760,CLI-001,2026-03-19,ENTREGADO,ZONA1,false
P2761,CLI-002,2026-04-04,PENDIENTE,ZONA2,false
P2762,CLI-001,2026-03-29,ENTREGADO,ZONA2,false
P2763,CLI-002,2026-03-30,ENTREGADO,ZONA2,true
P2764,CLI-999,2026-03-31,ENTREGADO,ZONA1,true
P2765,CLI-002,2026-04-08,ENTREGADO,ZONA2,false
P2766,CLI-999,2026-03-21,PENDIENTE,ZONA1,true
P2767,CLI-002,2026-04-07,ENTREGADO,ZONA1,false
P2768,CLI-001,2026-03-03,PENDIENTE,ZONA1,true
P2769,CLI-999,2026-03-25,PENDIENTE,ZONA2,false
P2770,CLI-999,2026-04-04,CONFIRMADO,ZONA2,false
P2771,CLI-001,2026-03-19,ENTREGADO,ZONA2,true
P2772,CLI-002,2026-03-30,CONFIRMADO,ZONA2,true
P2773,CLI-002,2026-03-17,PROCESANDO,ZONA2,false
P2774,CLI-001,2026-04-15,PENDIENTE,ZONA2,true
P2775,CLI-002,2026-04-07,PENDIENTE,ZONA2,false
P2776,CLI-002,2026-04-07,ENTREGADO,ZONA3,false
P2777,CLI-002,2026-04-14,ENTREGADO,ZONA3,false
P2778,CLI-002,2026-03-20,ENTREGADO,ZONA3,false
P2779,CLI-002,2026-03-23,PENDIENTE,ZONA2,true
P2780,CLI-001,2026-03-18,CONFIRMADO,ZONA3,false
P2781,CLI-001,2026-03-22,ENTREGADO,ZONA3,false
P2782,CLI-001,2026-03-20,ENTREGADO,ZONA3,false
P2783,CLI-001,2026-03-26,ENTREGADO,ZONA2,false
P2784,CLI-002,2026-04-09,PENDIENTE,ZONA2,false
P2785,CLI-002,2026-03-04,CONFIRMADO,ZONA1,true
P2786,CLI-001,2026-04-08,ENTREGADO,ZONA1,false
P2787,CLI-001,2026-04-05,PROCESANDO,ZONA2,false
P2788,CLI-002,2026-04-11,PENDIENTE,ZONA2,false
P2789,CLI-002,2026-04-09,ENTREGADO,ZONA3,false
P2790,CLI-002,2026-03-26,PENDIENTE,ZONA2,false
P2791,CLI-002,2026-04-07,CONFIRMADO,ZONA2,false
P2792,CLI-002,2026-04-08,PENDIENTE,ZONA2,true
P2793,CLI-001,2026-04-02,ENTREGADO,ZONA2,true
P2794,CLI-001,2026-04-15,ENTREGADO,ZONA1,false
P2795,CLI-001,2026-04-07,PENDIENTE,ZONA2,false
P2796,CLI-002,2026-04-07,ENTREGADO,ZONA2,false
P2797,CLI-001,2026-03-08,PENDIENTE,ZONA1,true
P2798,CLI-002,2026-03-22,EN_RUTA,ZONA1,true
P2799,CLI-002,2026-04-04,PENDIENTE,ZONA2,false
P2800,CLI-002,2026-04-11,PENDIENTE,ZONA1,false
P2801,CLI-002,2026-04-02,ERROR_ESTADO,ZONA2,false
P2802,CLI-001,2026-03-16,PENDIENTE,ZONA1,true
P2803,CLI-001,2026-04-14,CONFIRMADO,ZONA2,false
P2804,CLI-001,2026-03-18,ENTREGADO,ZONA1,true
P2805,CLI-002,2026-03-22,CONFIRMADO,ZONA2,false
P2806,CLI-999,2026-04-03,ENTREGADO,ZONA2,false
P2807,CLI-002,2026-04-12,ENTREGADO,ZONA1,true
P2808,CLI-001,2026-03-23,PENDIENTE,ZONA1,false
P2809,CLI-001,2026-03-21,PENDIENTE,ZONA1,false
P2810,CLI-002,2026-03-27,ENTREGADO,ZONA1,true
P2811,CLI-999,2026-04-02,PENDIENTE,ZONA1,true
P2812,CLI-002,2026-03-20,CANCELADO,ZONA2,false
P2813,CLI-001,2026-04-06,PENDIENTE,ZONA2,true
P2814,CLI-002,2026-04-02,PENDIENTE,ZONA2,true
P2815,CLI-002,2026-04-04,CONFIRMADO,ZONA2,false
P2816,CLI-002,2026-03-16,CONFIRMADO,ZONA1,true
P2817,CLI-002,2026-04-12,CONFIRMADO,ZONA2,false
P2818,CLI-002,2026-04-13,CANCELADO,ZONA1,false
P2819,CLI-001,2026-04-15,PENDIENTE,ZONA2,false
P2820,CLI-001,2026-04-10,PENDIENTE,ZONA1,true
P2821,CLI-999,2026-03-19,PENDIENTE,ZONA2,false
P2822,CLI-001,2026-04-01,CONFIRMADO,ZONA1,false
P2823,CLI-002,2026-03-22,PENDIENTE,ZONA2,false
P2824,CLI-001,2026-03-31,ENTREGADO,ZONA2,true
P2825,CLI-002,2026-04-04,ENTREGADO,ZONA2,true
P2826,CLI-001,2026-03-27,CONFIRMADO,ZONA2,false
P2827,CLI-001,2026-03-26,EN_RUTA,ZONA1,true
P2828,CLI-001,2026-03-08,ENTREGADO,ZONA2,false
P2829,CLI-002,2026-03-30,ENTREGADO,ZONA2,true
P2830,CLI-001,2026-03-25,CONFIRMADO,ZONA1,false
P2831,CLI-002,2026-03-31,ENTREGADO,ZONA2,true
P2832,CLI-002,2026-03-17,ENTREGADO,ZONA1,true
P2833,CLI-002,2026-04-14,ENTREGADO,ZONA2,false
P2834,CLI-999,2026-03-25,ENTREGADO,ZONA2,false
